code,term
A35,Other tetanus
A36,Diphtheria
A37,Whooping cough
A69,Other spirochaetal infections
A80,Acute poliomyelitis
B05,Measles
B06,Rubella [German measles]
B16,Acute hepatitis B
B18,Chronic viral hepatitis
B26,Mumps
D50,Iron deficiency anaemia
E10,Type 1 diabetes mellitus
E11,Type 2 diabetes mellitus
E12,Malnutrition-related diabetes mellitus
E13,Other specified diabetes mellitus
E14,Unspecified diabetes mellitus
E40,Kwashiorkor
E41,Nutritional marasmus
E42,Marasmic kwashiorkor
E43,Unspecified severe protein-energy malnutrition
E55,Vitamin D deficiency
E64,Sequelae of malnutrition and other nutritional deficiencies
E86,Volume depletion
G00,"Bacterial meningitis, not elsewhere classified"
G40,Epilepsy
G41,Status epilepticus
H66,Suppurative and unspecified otitis media
H67,Otitis media in diseases classified elsewhere
I10,Essential (primary) hypertension
I11,Hypertensive heart disease
I20,Angina pectoris
I24,Other acute ischaemic heart diseases
I50,Heart failure
J02,Acute pharyngitis
J03,Acute tonsillitis
J06,Acute upper respiratory infections of multiple and unspecified sites
J10,Influenza due to identified seasonal influenza virus
J11,"Influenza, virus not identified"
J13,Pneumonia due to Streptococcus pneumoniae
J14,Pneumonia due to Haemophilus influenzae
J15,"Bacterial pneumonia, not elsewhere classified"
J16,"Pneumonia due to other infectious organisms, not elsewhere classified"
J18,"Pneumonia, organism unspecified"
J20,Acute bronchitis
J31,"Chronic rhinitis, nasopharyngitis and pharyngitis"
J41,Simple and mucopurulent chronic bronchitis
J42,Unspecified chronic bronchitis
J43,Emphysema
J44,Other chronic obstructive pulmonary disease
J45,Asthma
J46,Status asthmaticus
J47,Bronchiectasis
J81,Pulmonary oedema
K02,Dental caries
K03,Other diseases of hard tissues of teeth
K04,Diseases of pulp and periapical tissues
K05,Gingivitis and periodontal diseases
K06,Other disorders of gingiva and edentulous alveolar ridge
K08,Other disorders of teeth and supporting structures
K09,"Cysts of oral region, not elsewhere classified"
K12,Stomatitis and related lesions
K13,Other diseases of lip and oral mucosa
K25,Gastric ulcer
K26,Duodenal ulcer
K27,"Peptic ulcer, site unspecified"
K28,Gastrojejunal ulcer
K52,Other noninfective gastroenteritis and colitis
L03,Cellulitis
L04,Acute lymphadenitis
L08,Other local infections of skin and subcutaneous tissue
L88,Pyoderma gangrenosum
L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
M01,Direct infections of joint in infectious and parasitic diseases classified elsewhere
N10,Acute tubulo-interstitial nephritis
N11,Chronic tubulo-interstitial nephritis
N12,"Tubulo-interstitial nephritis, not specified as acute or chronic"
N13,Obstructive and reflux uropathy
N70,Salpingitis and oophoritis
N73,Other female pelvic inflammatory diseases
N74,Female pelvic inflammatory disorders in diseases classified elsewhere
O15,Eclampsia
R02,"Gangrene, not elsewhere classified"
R56,"Convulsions, not elsewhere classified"
