code,term
A69,Other spirochaetal infections
E40,Kwashiorkor
E41,Nutritional marasmus
E42,Marasmic kwashiorkor
E43,Unspecified severe protein-energy malnutrition
E55,Vitamin D deficiency
E64,Sequelae of malnutrition and other nutritional deficiencies
E86,Volume depletion
H66,Suppurative and unspecified otitis media
H67,Otitis media in diseases classified elsewhere
J02,Acute pharyngitis
J03,Acute tonsillitis
J06,Acute upper respiratory infections of multiple and unspecified sites
J31,"Chronic rhinitis, nasopharyngitis and pharyngitis"
K02,Dental caries
K03,Other diseases of hard tissues of teeth
K04,Diseases of pulp and periapical tissues
K05,Gingivitis and periodontal diseases
K06,Other disorders of gingiva and edentulous alveolar ridge
K08,Other disorders of teeth and supporting structures
K09,"Cysts of oral region, not elsewhere classified"
K12,Stomatitis and related lesions
K13,Other diseases of lip and oral mucosa
K25,Gastric ulcer
K26,Duodenal ulcer
K27,"Peptic ulcer, site unspecified"
K28,Gastrojejunal ulcer
K52,Other noninfective gastroenteritis and colitis
L03,Cellulitis
L04,Acute lymphadenitis
L08,Other local infections of skin and subcutaneous tissue
L88,Pyoderma gangrenosum
L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
N10,Acute tubulo-interstitial nephritis
N11,Chronic tubulo-interstitial nephritis
N12,"Tubulo-interstitial nephritis, not specified as acute or chronic"
N13,Obstructive and reflux uropathy
N70,Salpingitis and oophoritis
N73,Other female pelvic inflammatory diseases
N74,Female pelvic inflammatory disorders in diseases classified elsewhere
R02,"Gangrene, not elsewhere classified"
